Lead PI,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,12/6/2015,12/6/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,12/5/2015,12/5/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47285 NBA*N120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47285 NBA*N120HAMBYTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47285 NBA*N120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47341 ION*N120ALOBYTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47346 METVN120ALOBYTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47528 FOX*NVODHAMF*TIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47528 FOX*NVODHAMF*TIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47528 FOX*NVODHAMF*TIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47528 FOX*NVODHAMF*TIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47657 NT05P60*ALOHATIC,12/6/2015,12/6/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Treadclimber,CAM47659 NT07P60*ALOHATIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM47660 NT08P60*ALOHATIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM47663 NT18P60*ALOHATIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM47839 TESCN120ALOBYTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47950 DISNN60*HAMF*TIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48069 INSPN120WMNS*TIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48269 CZNYN120KMV**TIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48293 DESTN120KMV**TIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/11/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48295 SUNDN120JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48295 SUNDN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48296 PALLN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48296 PALLN120JACKDTIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48298 VEL*N120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48298 VEL*N120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48298 VEL*N120JACKDTIC,12/24/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Home Gyms,CAM48299 SPKEN120JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,,12/4/2015,11/30/2015,2,Short Form,Call Center Internal
Treadclimber,CAM48299 SPKEN120JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48299 SPKEN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48300 ESQ*N120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48301 IFC*N120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48302 ION*N120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,5,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48302 ION*N120JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48302 ION*N120JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48302 ION*N120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48302 ION*N120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,5,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48302 ION*N120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,5,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48303 WNATN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48303 WNATN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,5,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,1/8/2016,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,,12/4/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48304 RELZN120JACKDTIC,,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48304 RELZN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,4,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48305 JUSTN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48306 GRITN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48306 GRITN120JACKDTIC,12/6/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48306 GRITN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,6,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48306 GRITN120JACKDTIC,12/6/2015,12/6/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48306 GRITN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48307 LAFFN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48307 LAFFN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48307 LAFFN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48307 LAFFN120JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48309 PUREN180JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48309 PUREN180JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48309 PUREN180JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48309 PUREN180JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48310 VEL*N180JACKDTIC,12/3/2015,12/3/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48310 VEL*N180JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48310 VEL*N180JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48310 VEL*N180JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,12/4/2015,12/4/2015,11/30/2015,8,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48311 HIS2N180JACKDTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,12/4/2015,12/4/2015,11/30/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48312 OWN*N180JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48313 FYI*N180JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48313 FYI*N180JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48315 PIVTN180JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48315 PIVTN180JACKDTIC,,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,12/6/2015,12/6/2015,11/30/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48316 SUNDN180JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48316 SUNDN180JACKDTIC,,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48320 NFLNN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48322 DIRNN60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48323 DISMN60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48364 HMM*N180ALOHATIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48366 NFLNN60*HAMF*TIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48415 ACNNL60*HKINGTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48415 ACNNL60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48415 ACNNL60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48415 ACNNL60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48419 ATBSL60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48419 ATBSL60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48420 ATBSL60*WALKATIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48421 ATVLL60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48423 ALIFL60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48423 ALIFL60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48423 ALIFL60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48424 AESPL60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48424 AESPL60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48425 AHGTL60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/5/2015,12/5/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48430 CENTN120HAMBYTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,12/3/2015,12/3/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48431 CENTN120JACKDTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48436 AMC*N60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48437 ARTSN60*JACKDTIC,12/5/2015,12/5/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48437 ARTSN60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48439 DISCN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48439 DISCN60*JACKDTIC,12/5/2015,12/5/2015,11/30/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48439 DISCN60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48440 FOODN60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48440 FOODN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48440 FOODN60*JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48443 RIWBS60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48444 ICBSS60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48445 CWBSS60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48445 CWBSS60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48445 CWBSS60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48445 CWBSS60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48448 GMASN60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48448 GMASN60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48448 GMASN60*JACKDTIC,,12/6/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48456 CMACN60*JACKDTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48457 CMESN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48457 CMESN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48457 CMESN60*JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48462 BANDN60*JACKDTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48462 BANDN60*JACKDTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48462 BANDN60*JACKDTIC,12/5/2015,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48481 HGTVN60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,4,Short Form,Call Center Internal
Treadclimber,CAM48481 HGTVN60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Call Center Internal
Treadclimber,CAM48483 LIFEN60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48483 LIFEN60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,9,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,4,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,,12/5/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,5,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48484 HALLN60*HKINGTIC,1/13/2016,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,7,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48484 HALLN60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM48485 USA*N60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Call Center Internal
Treadclimber,CAM48485 USA*N60*HKINGTIC,,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48485 USA*N60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48485 USA*N60*HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48485 USA*N60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48486 IDISN60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,3,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,3,Short Form,Call Center Internal
Treadclimber,CAM48486 IDISN60*HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48489 IEWCS60*HKINGTIC,12/5/2015,12/5/2015,11/30/2015,2,Short Form,Call Center Internal
Treadclimber,CAM48489 IEWCS60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48489 IEWCS60*HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48489 IEWCS60*HKINGTIC,,12/6/2015,11/30/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48495 UPTVN120HKINGTIC,12/3/2015,12/3/2015,11/30/2015,5,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,12/5/2015,12/5/2015,11/30/2015,5,Short Form,Call Center Internal
Treadclimber,CAM48495 UPTVN120HKINGTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/4/2015,12/4/2015,11/30/2015,6,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/5/2015,12/5/2015,11/30/2015,6,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/6/2015,12/6/2015,11/30/2015,11,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/5/2015,12/5/2015,11/30/2015,6,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48496 HMM*N120HKINGTIC,,12/5/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48496 HMM*N120HKINGTIC,12/3/2015,12/3/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Treadclimber,CAM48497 ION*N120HKINGTIC,12/3/2015,12/3/2015,11/30/2015,6,Short Form,Call Center Internal
Treadclimber,CAM48497 ION*N120HKINGTIC,12/4/2015,12/4/2015,11/30/2015,4,Short Form,Call Center Internal
