Lead PI,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM48472 DOSG2TSL38,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,12/3/2015,11/30/2015,4,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,12/5/2015,12/5/2015,11/30/2015,2,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,12/3/2015,12/3/2015,11/30/2015,2,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,12/4/2015,12/4/2015,11/30/2015,2,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,12/6/2015,11/30/2015,2,Online Shopping,Web
Bowflex Home Gyms,CAM32080 SAWDOFG2G,,12/4/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM32080 SAWDOFG2G,,12/4/2015,11/30/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM32080 SAWDOFG2G,,12/4/2015,11/30/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM32123 dofg2tfeed1,12/3/2015,12/3/2015,11/30/2015,3,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,12/3/2015,11/30/2015,5,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,12/4/2015,12/4/2015,11/30/2015,6,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,12/4/2015,11/30/2015,6,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,12/5/2015,12/5/2015,11/30/2015,3,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,12/5/2015,11/30/2015,2,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,12/6/2015,12/6/2015,11/30/2015,4,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,12/7/2015,12/6/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,12/6/2015,11/30/2015,2,Online Shopping,Web
Bowflex Catalog,CAM32129 dofsztfeed1,,12/3/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM32129 dofsztfeed1,,12/3/2015,11/30/2015,2,Online Shopping,Web
Treadclimber,CAM32129 dofsztfeed1,12/4/2015,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM32129 dofsztfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM32129 dofsztfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM32129 dofsztfeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM32129 dofsztfeed1,,12/5/2015,11/30/2015,2,Online Shopping,Web
Bowflex Catalog,CAM32129 dofsztfeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM32129 dofsztfeed1,,12/6/2015,11/30/2015,2,Online Shopping,Web
Bowflex Catalog,CAM33953 SAWDOFG2C,,12/3/2015,11/30/2015,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM33953 SAWDOFG2C,,12/3/2015,11/30/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM33953 SAWDOFG2C,,12/3/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Catalog,CAM33953 SAWDOFG2C,12/5/2015,12/5/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Catalog,CAM33953 SAWDOFG2C,,12/6/2015,11/30/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM33953 SAWDOFG2C,,12/6/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Catalog,CAM33966 dofg2cfeed1,,12/3/2015,11/30/2015,9,Online Shopping,Web
Treadclimber,CAM33966 dofg2cfeed1,,12/3/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33966 dofg2cfeed1,12/4/2015,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33966 dofg2cfeed1,,12/4/2015,11/30/2015,6,Online Shopping,Web
Bowflex Home Gyms,CAM33966 dofg2cfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM33966 dofg2cfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM33966 dofg2cfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM33966 dofg2cfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33966 dofg2cfeed1,12/5/2015,12/5/2015,11/30/2015,3,Online Shopping,Web
Bowflex Catalog,CAM33966 dofg2cfeed1,,12/5/2015,11/30/2015,13,Online Shopping,Web
Bowflex Home Gyms,CAM33966 dofg2cfeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM33966 dofg2cfeed1,,12/5/2015,11/30/2015,3,Online Shopping,Web
Bowflex Catalog,CAM33966 dofg2cfeed1,,12/6/2015,11/30/2015,8,Online Shopping,Web
Bowflex Home Gyms,CAM33966 dofg2cfeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Schwinn,CAM33966 dofg2cfeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33967 dofnextcfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Home Gyms,CAM33967 dofnextcfeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33967 dofnextcfeed1,12/6/2015,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33972 dofszcfeed1,12/4/2015,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM33972 dofszcfeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Revolution,CAM33972 dofszcfeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Treadclimber,CAM44450 dofbitfeed2,12/3/2015,12/3/2015,11/30/2015,1,Online Shopping,Web
Bowflex Catalog,CAM44540 dofcatcfeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM44540 dofcatcfeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/3/2015,12/3/2015,11/30/2015,83,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/4/2015,12/3/2015,11/30/2015,2,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/9/2015,12/3/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/13/2015,12/3/2015,11/30/2015,2,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,12/3/2015,11/30/2015,34,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/4/2015,12/4/2015,11/30/2015,31,Online Shopping,Web
Bowflex Body,CAM44887 dofg2efeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,12/4/2015,11/30/2015,36,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/5/2015,12/5/2015,11/30/2015,17,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,12/5/2015,11/30/2015,47,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/6/2015,12/6/2015,11/30/2015,14,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,12/12/2015,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,1/24/2016,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,12/6/2015,11/30/2015,64,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44937 dofszefeed1,,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,12/3/2015,12/3/2015,11/30/2015,8,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,12/3/2015,11/30/2015,8,Online Shopping,Web
Treadclimber,CAM44948 dofbiefeed1,,12/3/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,12/4/2015,12/4/2015,11/30/2015,6,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,12/5/2015,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,12/5/2015,11/30/2015,5,Online Shopping,Web
Treadclimber,CAM44948 dofbiefeed1,,12/5/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,12/6/2015,12/6/2015,11/30/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,12/6/2015,11/30/2015,13,Online Shopping,Web
Bowflex Max Trainer,CAM45042 SAWDOFBIE,,12/3/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45042 SAWDOFBIE,,12/6/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,12/3/2015,11/30/2015,2,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,12/3/2015,11/30/2015,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,12/4/2015,11/30/2015,4,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,12/4/2015,11/30/2015,3,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,12/5/2015,11/30/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,12/5/2015,11/30/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,12/3/2015,11/30/2015,1,Online Shopping,Third Party Call Center - Evolve
Treadclimber,CAM45043 SAWDOFG2E,,12/3/2015,11/30/2015,1,Online Shopping,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,12/6/2015,11/30/2015,1,Online Shopping,Third Party Call Center - Evolve
Bowflex Selecttech Dumbbells,CAM48253 DOFBIDFEED3,,12/4/2015,11/30/2015,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM48253 DOFBIDFEED3,,12/5/2015,11/30/2015,3,Online Shopping,Web
Bowflex Max Trainer,CAM44452 doxfbefeatprod,12/4/2015,12/4/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM47171 DOXFBTGL1,,12/3/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM47171 DOXFBTGL1,12/4/2015,12/4/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM47171 DOXFBTGL1,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM47172 DOXFBEGL1,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM47175 DOXFBGGL1,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,12/3/2015,12/3/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,,12/3/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,12/4/2015,12/4/2015,11/30/2015,11,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,,12/4/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,,12/5/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,12/3/2015,11/30/2015,6,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,12/4/2015,12/4/2015,11/30/2015,6,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,12/4/2015,11/30/2015,5,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,12/5/2015,12/5/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,12/5/2015,11/30/2015,4,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,12/6/2015,12/6/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,12/6/2015,11/30/2015,3,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,12/3/2015,12/3/2015,11/30/2015,14,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,12/3/2015,11/30/2015,4,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,12/4/2015,12/4/2015,11/30/2015,15,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,12/7/2015,12/4/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,12/4/2015,11/30/2015,3,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,12/5/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,12/6/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48187 DOXFBTSCODE004,12/3/2015,12/3/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48187 DOXFBTSCODE004,,12/3/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48187 DOXFBTSCODE004,12/4/2015,12/4/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48188 DOXFBTSCODE005,12/4/2015,12/4/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48200 SAWDOXFBESCODE,12/3/2015,12/3/2015,11/30/2015,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48200 SAWDOXFBESCODE,12/4/2015,12/4/2015,11/30/2015,1,Online Social,Call Center Internal
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,12/3/2015,12/3/2015,11/30/2015,54,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,,12/3/2015,11/30/2015,8,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,12/4/2015,12/4/2015,11/30/2015,11,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,,12/4/2015,11/30/2015,5,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,12/5/2015,12/5/2015,11/30/2015,12,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,,12/5/2015,11/30/2015,5,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,12/6/2015,12/6/2015,11/30/2015,9,Online Social,Web
Bowflex Body,CAM48201 DOXFBESCODE001,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48201 DOXFBESCODE001,,12/6/2015,11/30/2015,4,Online Social,Web
Treadclimber,CAM48201 DOXFBESCODE001,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,12/3/2015,12/3/2015,11/30/2015,8,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,12/3/2015,11/30/2015,8,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,12/4/2015,12/4/2015,11/30/2015,8,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,12/12/2015,12/4/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,12/4/2015,11/30/2015,6,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,12/5/2015,12/5/2015,11/30/2015,4,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,12/5/2015,11/30/2015,7,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,12/6/2015,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,12/6/2015,11/30/2015,5,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,12/3/2015,12/3/2015,11/30/2015,24,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,12/3/2015,11/30/2015,2,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,12/4/2015,12/4/2015,11/30/2015,7,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,12/4/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,12/5/2015,12/5/2015,11/30/2015,3,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,12/5/2015,11/30/2015,3,Online Social,Web
Treadclimber,CAM48203 DOXFBESCODE003,,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,12/6/2015,12/6/2015,11/30/2015,2,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,12/6/2015,11/30/2015,4,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,12/3/2015,12/3/2015,11/30/2015,13,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,,12/3/2015,11/30/2015,3,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,12/4/2015,12/4/2015,11/30/2015,4,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,,12/4/2015,11/30/2015,3,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,,12/5/2015,11/30/2015,4,Online Social,Web
Treadclimber,CAM48204 DOXFBESCODE004,,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48204 DOXFBESCODE004,,12/6/2015,11/30/2015,2,Online Social,Web
Bowflex Max Trainer,CAM48205 DOXFBESCODE005,12/3/2015,12/3/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48205 DOXFBESCODE005,,12/3/2015,11/30/2015,3,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,12/3/2015,12/3/2015,11/30/2015,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,,12/3/2015,11/30/2015,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,12/4/2015,12/4/2015,11/30/2015,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,,12/4/2015,11/30/2015,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48208 DOXFBDSCODE002,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM48213 DOXFBGSCODE001,12/4/2015,12/4/2015,11/30/2015,2,Online Social,Web
Bowflex Home Gyms,CAM48214 DOXFBGSCODE002,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM48214 DOXFBGSCODE002,12/6/2015,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM48214 DOXFBGSCODE002,,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM48216 DOXFBGSCODE004,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Home Gyms,CAM48548 DOXFBGSCODESTRLP,,12/3/2015,11/30/2015,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48549 DOXFBDSCODESTRLP,12/6/2015,12/6/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48640 DOXFBESCODECM15,12/3/2015,12/3/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48641 DOXFBESCODEBF15A,12/3/2015,12/3/2015,11/30/2015,5,Online Social,Web
Bowflex Max Trainer,CAM48641 DOXFBESCODEBF15A,,12/3/2015,11/30/2015,2,Online Social,Web
Bowflex Max Trainer,CAM48641 DOXFBESCODEBF15A,12/5/2015,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48642 DOXFBESCODEBF15B,,12/5/2015,11/30/2015,1,Online Social,Web
Bowflex Max Trainer,CAM48642 DOXFBESCODEBF15B,12/6/2015,12/6/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48643 DOXFBTSCODEBF15A,12/3/2015,12/3/2015,11/30/2015,2,Online Social,Web
Treadclimber,CAM48643 DOXFBTSCODEBF15A,12/14/2015,12/4/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM48643 DOXFBTSCODEBF15A,,12/5/2015,11/30/2015,1,Online Social,Web
Treadclimber,CAM39152 dovhulutvl1,12/4/2015,12/4/2015,11/30/2015,11,Online Video,Web
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,12/3/2015,12/3/2015,11/30/2015,37,Online Video,Web
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,12/4/2015,12/3/2015,11/30/2015,2,Online Video,Web
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,,12/3/2015,11/30/2015,3,Online Video,Web
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,12/4/2015,12/4/2015,11/30/2015,12,Online Video,Web
Bowflex Max Trainer,CAM45435 DOVHULUEVL2,12/3/2015,12/3/2015,11/30/2015,3,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,12/3/2015,12/3/2015,11/30/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,12/3/2015,12/3/2015,11/30/2015,61,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,12/4/2015,12/3/2015,11/30/2015,2,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,,12/3/2015,11/30/2015,3,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,12/4/2015,12/4/2015,11/30/2015,29,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,12/6/2015,12/6/2015,11/30/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47615 DOVHULUEVL4,12/3/2015,12/3/2015,11/30/2015,1,Online Video,Web
Treadclimber,CAM48106 P1115WEWATTC20B,12/3/2015,12/3/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48177 P1115WEBMDDCOLBDY,12/3/2015,12/3/2015,11/30/2015,2,Print,Call Center Internal
Treadclimber,CAM48177 P1115WEBMDDCOLBDY,12/4/2015,12/4/2015,11/30/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48325 P1215MENSFITMPAB,12/3/2015,12/3/2015,11/30/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48325 P1215MENSFITMPAB,12/5/2015,12/5/2015,11/30/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48325 P1215MENSFITMPAB,,12/6/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48325 P1215MENSFITMPAB,,12/6/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48326 P1115ADATCSCOLL,,12/5/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48361 P1215MOREONSRT,,12/4/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48361 P1215MOREONSRT,12/5/2015,12/5/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48361 P1215MOREONSRT,12/6/2015,12/6/2015,11/30/2015,2,Print,Call Center Internal
Treadclimber,CAM48363 P12151STWMNCSYFW,12/3/2015,12/3/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48363 P12151STWMNCSYFW,12/5/2015,12/5/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48367 P1215WMNWRLDCSYPF,12/4/2015,12/4/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48367 P1215WMNWRLDCSYPF,12/6/2015,12/6/2015,11/30/2015,2,Print,Call Center Internal
Treadclimber,CAM48367 P1215WMNWRLDCSYPF,12/5/2015,12/5/2015,11/30/2015,2,Print,Third Party Call Center - Evolve
Treadclimber,CAM48367 P1215WMNWRLDCSYPF,,12/6/2015,11/30/2015,1,Print,Third Party Call Center - Evolve
Treadclimber,CAM48545 P1215TVGUIDCSYPF,12/3/2015,12/3/2015,11/30/2015,3,Print,Call Center Internal
Treadclimber,CAM48545 P1215TVGUIDCSYPF,12/23/2015,12/3/2015,11/30/2015,1,Print,Call Center Internal
Treadclimber,CAM48545 P1215TVGUIDCSYPF,12/4/2015,12/4/2015,11/30/2015,2,Print,Call Center Internal
Treadclimber,CAM48545 P1215TVGUIDCSYPF,12/5/2015,12/5/2015,11/30/2015,2,Print,Call Center Internal
Bowflex Max Trainer,CAM44471 HALMN120BFMAXTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM46338 M62*P60*NOTSTTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,12/4/2015,12/4/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,12/5/2015,12/5/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,12/3/2015,12/3/2015,11/30/2015,7,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,12/29/2015,12/3/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,12/4/2015,12/4/2015,11/30/2015,4,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,12/5/2015,12/5/2015,11/30/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,12/6/2015,12/6/2015,11/30/2015,3,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46355 M619P60*NOTSTTIC,12/6/2015,12/6/2015,11/30/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM46655 LMN*N60*ALONYTIC,12/3/2015,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46874 SUNDN120ALONYTIC,,12/3/2015,11/30/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47191 DTVSN60*HAMF*TIC,12/4/2015,12/4/2015,11/30/2015,1,Short Form,Call Center Internal
