Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
Bowflex Brand,Bowflex Revolution,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,160000 BFX Revolution,1,2599.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100405-PS1 BST560 Protection Plan - 1 yr parts/2 yrs electr (90 days),0,39.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,3,3097.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,11,15939.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,4,7996.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Home Gyms,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,10,10090.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,178.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,119.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,27,39423.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,278.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,537.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,6,11994.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100358 MAX TRAINER M3 Assembly,0,338.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,676.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,507.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44551 dosg2esl4,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44551 dosg2esl4,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,2,2898.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,5,5095.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,89.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,238.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,2,2898.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100358 MAX TRAINER M3 Assembly,0,338.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,15,22035.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,716.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,5,9995.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,338.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131-PS1 BST552 Protection Plan - 1 year (90 days),0,29.00
Bowflex Max Trainer,Results Treadmill,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100501 BFX BXT116 Treadmill,0,1598.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,198.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,4,6045.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,2,1998.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,4,5796.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,3,5997.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,2,1998.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,89.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM47152 DOSBIESL8,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
Treadclimber,Treadclimber,Online Search,CAM48472 DOSG2TSL38,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
Treadclimber,Treadclimber,Online Search,CAM48472 DOSG2TSL38,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100456-PS3 TC100 Protection Plan - 3 Years (90 Days),0,149.00
Treadclimber,Treadclimber,Online Search,CAM48472 DOSG2TSL38,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100456 BOWFLEX TC100 ASSEMBLY,0,249.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,11,21989.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,676.00
Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM50722 DOSG2ESL12,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM50722 DOSG2ESL12,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100551 Bowflex HVT,3,5097.00
Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100551-PS5 HVT Protection Plan - 5 years (90 days),0,179.00
Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
Bowflex HVT,Bowflex Max Trainer,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex HVT,Treadclimber,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex HVT,Bowflex Selecttech Dumbbells,Online Search,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
Bowflex HVT,Bowflex Selecttech Dumbbells,Online Search,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
Bowflex HVT,Bowflex Selecttech Dumbbells,Online Search,CAM50812 DOSG2HSL2,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
Results Treadmill,Results Treadmill,Online Search,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100507 BFX BXT216 Treadmill,0,1799.00
Results Treadmill,Results Treadmill,Online Search,CAM50820 DOSG2BXTSL2,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100501 BFX BXT116 Treadmill,0,1598.00
Bowflex HVT,Bowflex HVT,Online Shopping,CAM50809 DOFBIHFEED1,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100551 Bowflex HVT,1,1699.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,2,598.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM32062 dofg2gfeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,4,3996.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,178.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,13,18837.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,716.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,5,9995.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100358 MAX TRAINER M3 Assembly,0,338.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,507.00
Bowflex Max Trainer,Bowflex Revolution,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,160000 BFX Revolution,1,2599.00
Bowflex Max Trainer,Bowflex Revolution,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,IHA-160000 Revolution Assembly,0,299.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131 BFX 552 Dumbbell Kit,1,299.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100131-PS1 BST552 Protection Plan - 1 year (90 days),0,29.00
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,297.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,2,2898.00
Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,159.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,100300 BFX SelectTech Stand,0,139.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,398.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,710000 BFX 1090 Dumbbell Kit,1,599.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,710000-PS2 BST1090 Protection Plan - 2 years (90 days),0,69.00
Bowflex Brand,Treadclimber,Online Social,CAM50566 DOXFBBSCL001,Internal,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM47987 DOXFBESCL001,TouchPoint Integrated Communications,Web,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50566 DOXFBBSCL001,Internal,Web,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Brand,Treadclimber,Online Social,CAM50566 DOXFBBSCL001,Internal,Web,9/4/2017,9/4/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
Bowflex Brand,Treadclimber,Online Social,CAM50566 DOXFBBSCL001,Internal,Web,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49349 FOXNN120HAM7*TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Treadclimber,Short Form,CAM49349 FOXNN120HAM7*TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
Bowflex HVT,Treadclimber,Short Form,CAM51342 BETSN120HVTL*TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100457 BFX TC200 TREADCLIMBER,1,2322.00
Bowflex Max Trainer,Bowflex HVT,Short Form,CAM51678 USALN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100551 Bowflex HVT,1,1699.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51876 CMT*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51883 TESCN60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,2,2898.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,139.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469 BFX Max Trainer M7,1,1999.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,219.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100405-PS1 BST560 Protection Plan - 1 yr parts/2 yrs electr (90 days),0,39.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
Bowflex Max Trainer,Treadclimber,Short Form,CAM51888 ION*N60*LDC17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,10293 TRC Machine Mat,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51906 IFC*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,1,1449.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51906 IFC*N60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100358 BFX MAX TRAINER M3,1,999.00
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359 BFX MAX TRAINER M5,2,2568.30
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,179.00
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100340 BFX 4.1 Bench,0,139.30
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM51908 LAFFN60*LDS17TIC,TouchPoint Integrated Communications,Call Center Internal,9/4/2017,9/4/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
